cluster,seq_num,fm_num,gn_num,fm_rate,gn_rate,major_family,major_genus,cutoff,positive,negative,Segment
cluster1263,2,1,1,{'Pneumoviridae': 1.0},{'Metapneumovirus': 1.0},Pneumoviridae,Metapneumovirus,2686.62,4415.7,2494.5,complete
cluster1264,10,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,1956.85,5166.7,1600.2,complete
cluster1265,10,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,3418.08,5267.4,3212.6,complete
cluster1266,10,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,1467.0,1762.2,1434.2,complete
cluster1267,10,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,148.44,376.5,123.1,complete
cluster1268,10,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,222.22,556.3,185.1,complete
cluster1269,8,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,42.35,135.5,32.0,complete
cluster1270,3,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,28.47,165.9,13.2,complete
cluster1271,2,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,35.85,155.1,22.6,complete
cluster1272,2,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,16.87,168.7,0.0,complete
cluster1273,2,1,1,{'Coronaviridae': 1.0},{'Deltacoronavirus': 1.0},Coronaviridae,Deltacoronavirus,25.69,256.9,0.0,complete
cluster1274,5,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,542.23,752.2,518.9,complete
cluster1275,5,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,270.8,962.0,194.0,complete
cluster1276,5,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,2555.19,3645.9,2434.0,complete
cluster1277,4,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,62.29,434.8,20.9,complete
cluster1278,4,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,138.59,376.1,112.2,complete
cluster1279,4,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,27.86,278.6,0.0,complete
cluster1280,3,1,1,{'Rhabdoviridae': 1.0},{'Tibrovirus': 1.0},Rhabdoviridae,Tibrovirus,35.09,350.9,0.0,complete
cluster1281,2,1,1,{'Tobaniviridae': 1.0},{'Bafinivirus': 1.0},Tobaniviridae,Bafinivirus,2289.25,9982.9,1434.4,complete
cluster1282,2,1,1,{'Tobaniviridae': 1.0},{'Bafinivirus': 1.0},Tobaniviridae,Bafinivirus,3041.24,5042.3,2818.9,complete
cluster1283,2,1,1,{'Tobaniviridae': 1.0},{'Bafinivirus': 1.0},Tobaniviridae,Bafinivirus,163.73,438.5,133.2,complete
cluster1284,2,1,1,{'Tobaniviridae': 1.0},{'Bafinivirus': 1.0},Tobaniviridae,Bafinivirus,59.62,303.7,32.5,complete
cluster1285,5,1,1,{'Picornaviridae': 1.0},{'Aphthovirus': 1.0},Picornaviridae,Aphthovirus,1622.19,3578.7,1404.8,complete
cluster1286,4,1,1,{'Picornaviridae': 1.0},{'Avisivirus': 1.0},Picornaviridae,Avisivirus,2201.66,3999.5,2001.9,complete
cluster1287,30,1,1,{'Picornaviridae': 1.0},{'Enterovirus': 1.0},Picornaviridae,Enterovirus,2438.51,3304.4,2342.3,complete
cluster1288,11,1,1,{'Picornaviridae': 1.0},{'Hepatovirus': 1.0},Picornaviridae,Hepatovirus,2212.54,3826.6,2033.2,complete
cluster1289,3,1,1,{'Picornaviridae': 1.0},{'Kunsagivirus': 1.0},Picornaviridae,Kunsagivirus,1461.72,4015.2,1178.0,complete
cluster1290,4,1,1,{'Picornaviridae': 1.0},{'Parechovirus': 1.0},Picornaviridae,Parechovirus,2495.6,3884.3,2341.3,complete
cluster1291,3,1,1,{'Marnaviridae': 1.0},{'Bacillarnavirus': 1.0},Marnaviridae,Bacillarnavirus,1058.32,2856.7,858.5,1
cluster1292,3,1,1,{'Marnaviridae': 1.0},{'Bacillarnavirus': 1.0},Marnaviridae,Bacillarnavirus,665.47,1502.2,572.5,1
cluster1293,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,1383.35,2549.3,1253.8,2
cluster1294,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,952.3,2333.8,798.8,3
cluster1295,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,304.37,1193.3,205.6,5
cluster1296,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,326.68,1194.1,230.3,6
cluster1297,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,102.72,583.5,49.3,9
cluster1298,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,145.87,723.4,81.7,8
cluster1299,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,830.08,2284.3,668.5,1
cluster1300,6,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,153.89,1029.5,56.6,4
cluster1301,4,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,43.74,437.4,0.0,7
cluster1302,3,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,65.97,659.7,0.0,10
cluster1303,3,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,40.2,402.0,0.0,11
cluster1304,2,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,34.36,343.6,0.0,7
cluster1305,2,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,55.56,555.6,0.0,7
cluster1306,2,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,65.36,535.7,13.1,10
cluster1307,2,1,1,{'Spinareoviridae': 1.0},{'Aquareovirus': 1.0},Spinareoviridae,Aquareovirus,58.38,463.2,13.4,11
cluster1308,7,1,1,{'Totiviridae': 1.0},{'Totivirus': 1.0},Totiviridae,Totivirus,397.76,1031.0,327.4,complete
cluster1309,4,1,1,{'Totiviridae': 1.0},{'Totivirus': 1.0},Totiviridae,Totivirus,103.47,941.1,10.4,complete
cluster1310,2,1,1,{'Totiviridae': 1.0},{'Totivirus': 1.0},Totiviridae,Totivirus,1507.73,1533.2,1504.9,complete
cluster1311,2,1,1,{'Totiviridae': 1.0},{'Totivirus': 1.0},Totiviridae,Totivirus,139.13,1391.3,0.0,complete
cluster1312,2,1,1,{'Totiviridae': 1.0},{'Totivirus': 1.0},Totiviridae,Totivirus,1457.47,1498.6,1452.9,complete
cluster1313,4,1,1,{'Totiviridae': 1.0},{'Trichomonasvirus': 1.0},Totiviridae,Trichomonasvirus,85.66,856.6,0.0,complete
cluster1314,4,1,1,{'Totiviridae': 1.0},{'Trichomonasvirus': 1.0},Totiviridae,Trichomonasvirus,347.28,1074.3,266.5,complete
cluster1315,3,1,1,{'Peribunyaviridae': 1.0},{'Herbevirus': 1.0},Peribunyaviridae,Herbevirus,126.04,465.7,88.3,S
cluster1316,3,1,1,{'Peribunyaviridae': 1.0},{'Herbevirus': 1.0},Peribunyaviridae,Herbevirus,320.25,1759.8,160.3,M
cluster1317,3,1,1,{'Peribunyaviridae': 1.0},{'Herbevirus': 1.0},Peribunyaviridae,Herbevirus,1686.61,5371.3,1277.2,L
cluster1318,4,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,200.71,610.3,155.2,2
cluster1319,4,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,96.73,185.2,86.9,2
cluster1320,4,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,443.02,3704.8,80.6,1
cluster1321,2,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,48.17,481.7,0.0,"{'3', '5'}"
cluster1322,2,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,62.49,402.6,24.7,2
cluster1323,2,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,102.09,1020.9,0.0,2
cluster1324,2,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,27.23,272.3,0.0,2
cluster1325,2,1,1,{'Benyviridae': 1.0},{'Benyvirus': 1.0},Benyviridae,Benyvirus,59.0,590.0,0.0,4
cluster1326,14,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,1226.28,2320.5,1104.7,1
cluster1327,14,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,731.84,878.9,715.5,1
cluster1328,14,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,556.44,931.2,514.8,2
cluster1329,14,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,235.26,666.9,187.3,2
cluster1330,14,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,180.81,630.0,130.9,2
cluster1331,12,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,113.25,317.1,90.6,2
cluster1332,6,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,29.7,297.0,0.0,2
cluster1333,5,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,45.53,320.3,15.0,2
cluster1334,4,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,19.57,112.9,9.2,2
cluster1335,4,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,13.95,139.5,0.0,2
cluster1336,2,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,32.94,117.9,23.5,2
cluster1337,2,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,90.34,475.9,47.5,2
cluster1338,2,1,1,{'Closteroviridae': 1.0},{'Crinivirus': 1.0},Closteroviridae,Crinivirus,32.45,132.8,21.3,2
cluster1339,4,1,1,{'Partitiviridae': 1.0},{'Deltapartitivirus': 1.0},Partitiviridae,Deltapartitivirus,182.65,751.9,119.4,1
cluster1340,3,1,1,{'Partitiviridae': 1.0},{'Deltapartitivirus': 1.0},Partitiviridae,Deltapartitivirus,65.03,650.3,0.0,2
cluster1341,6,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,1585.14,2507.1,1482.7,1
cluster1342,6,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,867.07,1025.2,849.5,1
cluster1343,6,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,104.85,513.0,59.5,1
cluster1344,6,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,142.01,321.2,122.1,2
cluster1345,6,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,169.43,770.9,102.6,2
cluster1346,5,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,50.26,332.5,18.9,2
cluster1347,2,1,1,{'Virgaviridae': 1.0},{'Furovirus': 1.0},Virgaviridae,Furovirus,16.19,161.9,0.0,"{'2', '1'}"
cluster1348,22,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,911.29,1915.6,799.7,complete
cluster1349,20,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,77.67,639.9,15.2,complete
cluster1350,13,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,463.02,609.0,446.8,complete
cluster1351,2,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,30.54,305.4,0.0,complete
cluster1352,2,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,19.21,192.1,0.0,complete
cluster1353,2,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,20.15,201.5,0.0,complete
cluster1354,2,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,26.28,262.8,0.0,complete
cluster1355,2,1,1,{'Retroviridae': 1.0},{'Gammaretrovirus': 1.0},Retroviridae,Gammaretrovirus,18.08,180.8,0.0,complete
cluster1356,7,1,1,{'Potyviridae': 1.0},{'Ipomovirus': 1.0},Potyviridae,Ipomovirus,1834.34,3867.8,1608.4,complete
cluster1357,8,1,1,{'Retroviridae': 1.0},{'Alpharetrovirus': 1.0},Retroviridae,Alpharetrovirus,128.09,1030.7,27.8,complete
cluster1358,6,1,1,{'Retroviridae': 1.0},{'Alpharetrovirus': 1.0},Retroviridae,Alpharetrovirus,9.07,90.7,0.0,complete
cluster1359,5,1,1,{'Retroviridae': 1.0},{'Alpharetrovirus': 1.0},Retroviridae,Alpharetrovirus,140.61,893.1,57.0,complete
cluster1360,3,1,1,{'Retroviridae': 1.0},{'Alpharetrovirus': 1.0},Retroviridae,Alpharetrovirus,640.23,2159.7,471.4,complete
cluster1361,2,1,1,{'Retroviridae': 1.0},{'Alpharetrovirus': 1.0},Retroviridae,Alpharetrovirus,442.85,1291.1,348.6,complete
cluster1362,9,1,1,{'Picornaviridae': 1.0},{'Megrivirus': 1.0},Picornaviridae,Megrivirus,2011.62,4259.1,1761.9,complete
cluster1363,3,1,1,{'Picornaviridae': 1.0},{'Megrivirus': 1.0},Picornaviridae,Megrivirus,36.0,210.6,16.6,complete
cluster1364,7,1,1,{'Arenaviridae': 1.0},{'Reptarenavirus': 1.0},Arenaviridae,Reptarenavirus,357.28,1033.0,282.2,S
cluster1365,6,1,1,{'Arenaviridae': 1.0},{'Reptarenavirus': 1.0},Arenaviridae,Reptarenavirus,107.17,638.8,48.1,S
cluster1366,6,1,1,{'Arenaviridae': 1.0},{'Reptarenavirus': 1.0},Arenaviridae,Reptarenavirus,872.43,3568.2,572.9,L
cluster1367,2,1,1,{'Arenaviridae': 1.0},{'Reptarenavirus': 1.0},Arenaviridae,Reptarenavirus,24.44,244.4,0.0,L
cluster1368,2,1,1,{'Bornaviridae': 1.0},{'Carbovirus': 1.0},Bornaviridae,Carbovirus,172.4,787.1,104.1,complete
cluster1369,2,1,1,{'Bornaviridae': 1.0},{'Carbovirus': 1.0},Bornaviridae,Carbovirus,47.3,353.3,13.3,complete
cluster1370,2,1,1,{'Bornaviridae': 1.0},{'Carbovirus': 1.0},Bornaviridae,Carbovirus,309.13,1100.5,221.2,complete
cluster1371,2,1,1,{'Bornaviridae': 1.0},{'Carbovirus': 1.0},Bornaviridae,Carbovirus,69.48,285.3,45.5,complete
cluster1372,2,1,1,{'Bornaviridae': 1.0},{'Carbovirus': 1.0},Bornaviridae,Carbovirus,1548.95,3952.4,1281.9,complete
cluster1373,4,1,1,{'Retroviridae': 1.0},{'Felispumavirus': 1.0},Retroviridae,Felispumavirus,80.84,661.7,16.3,complete
cluster1374,2,1,1,{'Retroviridae': 1.0},{'Felispumavirus': 1.0},Retroviridae,Felispumavirus,383.35,1204.6,292.1,complete
cluster1375,2,1,1,{'Retroviridae': 1.0},{'Felispumavirus': 1.0},Retroviridae,Felispumavirus,1760.0,2815.7,1642.7,complete
cluster1376,2,1,1,{'Retroviridae': 1.0},{'Felispumavirus': 1.0},Retroviridae,Felispumavirus,1088.57,2372.6,945.9,complete
cluster1377,2,1,1,{'Retroviridae': 1.0},{'Felispumavirus': 1.0},Retroviridae,Felispumavirus,60.99,492.9,13.0,complete
cluster1378,2,1,1,{'Retroviridae': 1.0},{'Felispumavirus': 1.0},Retroviridae,Felispumavirus,12.3,123.0,0.0,complete
cluster1379,2,1,1,{'Retroviridae': 1.0},{'Prosimiispumavirus': 1.0},Retroviridae,Prosimiispumavirus,121.92,854.7,40.5,complete
cluster1380,7,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,611.3,883.1,581.1,complete
cluster1381,7,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,175.64,629.6,125.2,complete
cluster1382,7,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,456.95,635.6,437.1,complete
cluster1383,7,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,554.22,902.7,515.5,complete
cluster1384,7,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,3041.21,4122.2,2921.1,complete
cluster1385,6,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,133.52,1010.3,36.1,complete
cluster1386,2,1,1,{'Paramyxoviridae': 1.0},{'Morbillivirus': 1.0},Paramyxoviridae,Morbillivirus,23.2,112.3,13.3,complete
cluster1387,9,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,724.64,934.7,701.3,complete
cluster1388,9,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,492.15,680.7,471.2,complete
cluster1389,9,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,579.26,749.9,560.3,complete
cluster1390,9,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,384.26,725.0,346.4,complete
cluster1391,9,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,3349.31,4126.1,3263.0,complete
cluster1392,8,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,162.46,265.6,151.0,complete
cluster1393,5,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,153.66,326.1,134.5,complete
cluster1394,2,1,1,{'Paramyxoviridae': 1.0},{'Pararubulavirus': 1.0},Paramyxoviridae,Pararubulavirus,44.89,448.9,0.0,complete
cluster1395,4,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,491.3,800.0,457.0,complete
cluster1396,4,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,112.58,307.7,90.9,complete
cluster1397,4,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,320.18,1145.3,228.5,complete
cluster1398,4,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,2376.15,3768.0,2221.5,complete
cluster1399,3,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,60.39,459.9,16.0,complete
cluster1400,3,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,17.14,171.4,0.0,complete
cluster1401,2,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,23.22,232.2,0.0,complete
cluster1402,2,1,1,{'Rhabdoviridae': 1.0},{'Curiovirus': 1.0},Rhabdoviridae,Curiovirus,13.38,133.8,0.0,complete
cluster1403,3,1,1,{'Picornaviridae': 1.0},{'Limnipivirus': 1.0},Picornaviridae,Limnipivirus,1184.72,4284.5,840.3,complete
cluster1404,5,1,1,{'Polycipiviridae': 1.0},{'Sopolycivirus': 1.0},Polycipiviridae,Sopolycivirus,52.72,391.3,15.1,complete
cluster1405,5,1,1,{'Polycipiviridae': 1.0},{'Sopolycivirus': 1.0},Polycipiviridae,Sopolycivirus,60.67,409.6,21.9,complete
cluster1406,5,1,1,{'Polycipiviridae': 1.0},{'Sopolycivirus': 1.0},Polycipiviridae,Sopolycivirus,87.2,706.4,18.4,complete
cluster1407,5,1,1,{'Polycipiviridae': 1.0},{'Sopolycivirus': 1.0},Polycipiviridae,Sopolycivirus,766.97,3892.4,419.7,complete
cluster1408,2,1,1,{'Polycipiviridae': 1.0},{'Sopolycivirus': 1.0},Polycipiviridae,Sopolycivirus,82.89,573.3,28.4,complete
cluster1409,2,1,1,{'Polycipiviridae': 1.0},{'Sopolycivirus': 1.0},Polycipiviridae,Sopolycivirus,58.28,582.8,0.0,complete
cluster1410,3,1,1,{'Aspiviridae': 1.0},{'Ophiovirus': 1.0},Aspiviridae,Ophiovirus,70.59,705.9,0.0,3
cluster1411,3,1,1,{'Aspiviridae': 1.0},{'Ophiovirus': 1.0},Aspiviridae,Ophiovirus,438.76,3940.3,49.7,1
cluster1412,3,1,1,{'Aspiviridae': 1.0},{'Ophiovirus': 1.0},Aspiviridae,Ophiovirus,95.11,691.9,28.8,2
cluster1413,7,1,1,{'Amalgaviridae': 1.0},{'Amalgavirus': 1.0},Amalgaviridae,Amalgavirus,205.98,1128.3,103.5,complete
cluster1414,2,1,1,{'Amalgaviridae': 1.0},{'Amalgavirus': 1.0},Amalgaviridae,Amalgavirus,78.07,780.7,0.0,complete
cluster1415,26,1,1,{'Astroviridae': 1.0},{'Mamastrovirus': 1.0},Astroviridae,Mamastrovirus,569.9,800.3,544.3,complete
cluster1416,26,1,1,{'Astroviridae': 1.0},{'Mamastrovirus': 1.0},Astroviridae,Mamastrovirus,317.02,630.4,282.2,complete
cluster1417,25,1,1,{'Astroviridae': 1.0},{'Mamastrovirus': 1.0},Astroviridae,Mamastrovirus,250.37,904.4,177.7,complete
cluster1418,2,1,1,{'Picornaviridae': 1.0},{'Passerivirus': 1.0},Picornaviridae,Passerivirus,2395.06,5526.7,2047.1,complete
cluster1419,2,1,1,{'Closteroviridae': 1.0},{'Olivavirus': 1.0},Closteroviridae,Olivavirus,1126.99,5843.8,602.9,complete
cluster1420,2,1,1,{'Closteroviridae': 1.0},{'Olivavirus': 1.0},Closteroviridae,Olivavirus,505.57,1039.9,446.2,complete
cluster1421,2,1,1,{'Closteroviridae': 1.0},{'Olivavirus': 1.0},Closteroviridae,Olivavirus,381.29,1127.3,298.4,complete
cluster1422,4,1,1,{'Betaflexiviridae': 1.0},{'Divavirus': 1.0},Betaflexiviridae,Divavirus,1258.66,4295.8,921.2,complete
cluster1423,2,1,1,{'Hantaviridae': 1.0},{'Thottimvirus': 1.0},Hantaviridae,Thottimvirus,1323.25,2561.2,1185.7,M
cluster1424,2,1,1,{'Hantaviridae': 1.0},{'Thottimvirus': 1.0},Hantaviridae,Thottimvirus,535.58,975.5,486.7,S
cluster1425,2,1,1,{'Hantaviridae': 1.0},{'Thottimvirus': 1.0},Hantaviridae,Thottimvirus,3672.08,5010.2,3523.4,L
cluster1426,5,1,1,{'Astroviridae': 1.0},{'Avastrovirus': 1.0},Astroviridae,Avastrovirus,265.85,1376.9,142.4,complete
cluster1427,5,1,1,{'Astroviridae': 1.0},{'Avastrovirus': 1.0},Astroviridae,Avastrovirus,547.33,895.0,508.7,complete
cluster1428,5,1,1,{'Astroviridae': 1.0},{'Avastrovirus': 1.0},Astroviridae,Avastrovirus,324.85,1013.8,248.3,complete
cluster1429,7,1,1,{'Picornaviridae': 1.0},{'Cosavirus': 1.0},Picornaviridae,Cosavirus,1882.67,4048.7,1642.0,complete
cluster1430,2,1,1,{'Picornaviridae': 1.0},{'Cosavirus': 1.0},Picornaviridae,Cosavirus,38.36,237.8,16.2,complete
cluster1431,3,1,1,{'Mayoviridae': 1.0},{'Idaeovirus': 1.0},Mayoviridae,Idaeovirus,1151.39,3165.5,927.6,1
cluster1432,2,1,1,{'Mayoviridae': 1.0},{'Idaeovirus': 1.0},Mayoviridae,Idaeovirus,85.38,735.9,13.1,2
cluster1433,2,1,1,{'Mayoviridae': 1.0},{'Idaeovirus': 1.0},Mayoviridae,Idaeovirus,66.14,566.0,10.6,2
cluster1434,2,1,1,{'Picornaviridae': 1.0},{'Crohivirus': 1.0},Picornaviridae,Crohivirus,2392.84,4496.5,2159.1,complete
cluster1435,3,1,1,{'Marnaviridae': 1.0},{'Salisharnavirus': 1.0},Marnaviridae,Salisharnavirus,1299.41,2909.6,1120.5,complete
cluster1436,3,1,1,{'Marnaviridae': 1.0},{'Salisharnavirus': 1.0},Marnaviridae,Salisharnavirus,734.28,1456.8,654.0,complete
cluster1437,2,1,1,{'Rhabdoviridae': 1.0},{'Alphanemrhavirus': 1.0},Rhabdoviridae,Alphanemrhavirus,261.34,853.9,195.5,complete
cluster1438,2,1,1,{'Rhabdoviridae': 1.0},{'Alphanemrhavirus': 1.0},Rhabdoviridae,Alphanemrhavirus,198.37,953.2,114.5,complete
cluster1439,2,1,1,{'Rhabdoviridae': 1.0},{'Alphanemrhavirus': 1.0},Rhabdoviridae,Alphanemrhavirus,2241.47,4559.6,1983.9,complete
cluster1440,9,1,1,{'Qinviridae': 1.0},{'Yingvirus': 1.0},Qinviridae,Yingvirus,239.83,1875.4,58.1,1
cluster1441,8,1,1,{'Qinviridae': 1.0},{'Yingvirus': 1.0},Qinviridae,Yingvirus,41.89,418.9,0.0,2
cluster1442,2,1,1,{'Rhabdoviridae': 1.0},{'Alphacrustrhavirus': 1.0},Rhabdoviridae,Alphacrustrhavirus,182.43,846.0,108.7,complete
cluster1443,2,1,1,{'Rhabdoviridae': 1.0},{'Alphacrustrhavirus': 1.0},Rhabdoviridae,Alphacrustrhavirus,1507.34,4302.2,1196.8,complete
cluster1444,3,1,1,{'Nyamiviridae': 1.0},{'Crustavirus': 1.0},Nyamiviridae,Crustavirus,934.34,3150.5,688.1,complete
cluster1445,2,1,1,{'Nyamiviridae': 1.0},{'Crustavirus': 1.0},Nyamiviridae,Crustavirus,128.3,712.4,63.4,complete
cluster1446,2,1,1,{'Nyamiviridae': 1.0},{'Crustavirus': 1.0},Nyamiviridae,Crustavirus,195.91,1040.2,102.1,complete
cluster1447,2,1,1,{'Yueviridae': 1.0},{'Yuyuevirus': 1.0},Yueviridae,Yuyuevirus,423.0,4038.3,21.3,1
cluster1448,2,1,1,{'Nyamiviridae': 1.0},{'Berhavirus': 1.0},Nyamiviridae,Berhavirus,183.49,1360.6,52.7,complete
cluster1449,2,1,1,{'Nyamiviridae': 1.0},{'Berhavirus': 1.0},Nyamiviridae,Berhavirus,1096.57,3819.7,794.0,complete
